order,zoho_invoice_id,zoho_net,shopify_net,delta,zoho_total,shopify_total,status
53515,3806639000022127156,0,1298,1298,1258.96,1298,large_mismatch
53514,3806639000022026199,0,1139.05,1139.05,1196,1139.05,large_mismatch
53513,3806639000022060179,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53512,3806639000022021136,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53511,3806639000022156101,0,1298,1298,1258.95,1298,large_mismatch
53510,3806639000022103098,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53509,3806639000022111093,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
53508,3806639000022132150,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
53507,3806639000022103088,0,1139.05,1139.05,1196.01,1139.05,large_mismatch
53506,3806639000022019089,0,1139.05,1139.05,1196,1139.05,large_mismatch
53505,3806639000022114142,0,1298,1298,1258.95,1298,large_mismatch
53504,3806639000022061134,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53503,3806639000022123082,0,198.95,198.95,104.94,198.95,large_mismatch
53502,3806639000022112073,0,1139.05,1139.05,1196,1139.05,large_mismatch
53501,3806639000022109067,0,1899.05,1899.05,1994,1899.05,large_mismatch
53500,3806639000022132141,0,1139.05,1139.05,1196,1139.05,large_mismatch
53499,3806639000022071089,0,1298,1298,1258.95,1298,large_mismatch
53498,3806639000022111085,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53497,3806639000022071080,0,1398,1398,1363.96,1398,large_mismatch
53496,3806639000022036098,0,2659.05,2659.05,2792,2659.05,large_mismatch
53495,3806639000022020115,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
53494,3806639000022127113,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53493,3806639000022132132,0,1298,1298,1258.95,1298,large_mismatch
53492,3806639000022113069,0,1139.05,1139.05,1196,1139.05,large_mismatch
53491,3806639000022111054,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53490,3806639000022019037,0,1298,1298,1258.95,1298,large_mismatch
53489,3806639000022040059,0,2098,2098,2098.95,2098,large_mismatch
53488,3806639000022156047,0,1398,1398,1363.95,1398,large_mismatch
53487,3806639000022111045,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53486,3806639000022067101,0,1398,1398,1363.95,1398,large_mismatch
53485,3806639000022026132,0,2898,2898,2938.95,2898,large_mismatch
53484,3806639000022036080,0,1299,1299,1363.95,1299,large_mismatch
53483,3806639000022114108,0,1307.07,1307.07,1268.47,1307.07,large_mismatch
53482,3806639000022111036,0,1298,1298,1258.95,1298,large_mismatch
53481,3806639000022071068,0,2898,2898,2938.95,2898,large_mismatch
53480,3806639000022112064,0,1398,1398,1363.95,1398,large_mismatch
53479,3806639000022127104,0,1298,1298,1258.95,1298,large_mismatch
53478,3806639000022060120,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53477,3806639000022060111,0,1298,1298,1258.95,1298,large_mismatch
53475,3806639000022123043,0,1298,1298,1258.96,1298,large_mismatch
53476,3806639000022025053,0,1398,1398,1363.95,1398,large_mismatch
53474,3806639000022156014,0,1398,1398,1363.95,1398,large_mismatch
53473,3806639000022021117,0,759.05,759.05,797,759.05,large_mismatch
53472,3806639000022060104,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53471,3806639000022122034,0,1398,1398,1363.95,1398,large_mismatch
53470,3806639000022127056,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53469,3806639000022030088,0,1298,1298,1258.95,1298,large_mismatch
53468,3806639000022063050,0,1139.05,1139.05,1196,1139.05,large_mismatch
53467,3806639000022071039,0,3137.1,3137.1,3189.99,3137.1,large_mismatch
53466,3806639000022031105,0,1110.65,1110.65,1166.19,1110.65,large_mismatch
53465,3806639000022026080,0,1398,1398,1363.95,1398,large_mismatch
53464,3806639000022127047,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53463,3806639000022017096,0,898,898,838.95,898,large_mismatch
53462,3806639000022061086,0,2597,2597,2622.9,2597,large_mismatch
53461,3806639000022122026,0,1139.05,1139.05,1196,1139.05,large_mismatch
53460,3806639000022123018,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53459,3806639000022019015,0,1298,1298,1258.95,1298,large_mismatch
53458,3806639000022063037,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53457,3806639000022122017,0,1298,1298,1258.95,1298,large_mismatch
53456,3806639000022113021,0,1398,1398,1363.95,1398,large_mismatch
53455,3806639000022127021,0,1298,1298,1258.95,1298,large_mismatch
53453,3806639000022127003,0,2098,2098,2098.95,2098,large_mismatch
53452,3806639000022112017,0,1298,1298,1258.95,1298,large_mismatch
53451,3806639000022020058,0,1398,1398,1363.96,1398,large_mismatch
53450,3806639000022104034,0,1398,1398,1363.95,1398,large_mismatch
53449,3806639000022030025,0,2597,2597,2622.9,2597,large_mismatch
53448,3806639000022036063,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53447,3806639000022063024,0,2898,2898,2938.95,2898,large_mismatch
53446,3806639000022020048,0,2098,2098,2098.95,2098,large_mismatch
53445,3806639000022060030,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53444,3806639000022114002,0,1298,1298,1258.95,1298,large_mismatch
53443,3806639000022111018,0,1139.05,1139.05,1196,1139.05,large_mismatch
53442,3806639000022030016,0,2098,2098,2098.95,2098,large_mismatch
53441,3806639000022109002,0,1298,1298,1258.95,1298,large_mismatch
53440,3806639000022104003,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53439,3806639000022061030,0,1139.05,1139.05,1196,1139.05,large_mismatch
53438,3806639000022031051,0,2597,2597,2622.9,2597,large_mismatch
53437,3806639000021575395,0,2098,2098,2098.95,2098,large_mismatch
53436,3806639000021573344,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53435,3806639000022020003,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53434,3806639000021554313,0,1398,1398,1363.95,1398,large_mismatch
53433,3806639000022017003,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53432,3806639000021569387,0,1059.32,1059.32,1112.29,1059.32,large_mismatch
53431,3806639000021566262,0,2278.1,2278.1,2392.01,2278.1,large_mismatch
53430,3806639000021557285,0,1398,1398,1363.95,1398,large_mismatch
53429,3806639000021575353,0,1139.05,1139.05,1196,1139.05,large_mismatch
53428,3806639000021585264,0,1298,1298,1258.95,1298,large_mismatch
53427,3806639000021660230,0,1398,1398,1363.95,1398,large_mismatch
53426,3806639000021570225,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53425,3806639000021557254,0,1298,1298,1258.95,1298,large_mismatch
53424,3806639000021553172,0,1298,1298,1258.95,1298,large_mismatch
53423,3806639000021562265,0,2098,2098,2098.95,2098,large_mismatch
53422,3806639000021559343,0,1398,1398,1363.95,1398,large_mismatch
53421,3806639000021556203,0,1298,1298,1258.95,1298,large_mismatch
53420,3806639000021633151,0,2497,2497,2517.9,2497,large_mismatch
53419,3806639000021568124,0,1298,1298,1258.95,1298,large_mismatch
53418,3806639000021558380,0,1139.05,1139.05,1196,1139.05,large_mismatch
53417,3806639000021560241,0,1398,1398,1363.95,1398,large_mismatch
53416,3806639000021560233,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53415,3806639000021572312,0,2526.1,2526.1,2652.39,2526.1,large_mismatch
53414,3806639000021575306,0,2393.15,2393.15,2512.82,2393.15,large_mismatch
53413,3806639000021562248,0,1398,1398,1363.95,1398,large_mismatch
53412,3806639000021554305,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53411,3806639000021557247,0,1398,1398,1363.95,1398,large_mismatch
53410,3806639000021556154,0,1398,1398,1363.95,1398,large_mismatch
53409,3806639000021612221,0,1398,1398,1363.95,1398,large_mismatch
53408,3806639000021570182,0,2659.05,2659.05,2792,2659.05,large_mismatch
53407,3806639000021569339,0,1298,1298,1258.95,1298,large_mismatch
53406,3806639000021607230,0,2098,2098,2098.95,2098,large_mismatch
53405,3806639000021559227,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
53404,3806639000021575234,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53403,3806639000021555201,0,1298,1298,1258.95,1298,large_mismatch
53402,3806639000021562238,0,2098,2098,2098.95,2098,large_mismatch
53401,3806639000021557218,0,2098,2098,2098.95,2098,large_mismatch
53400,3806639000021568116,0,2398,2398,2517.9,2398,large_mismatch
53399,3806639000021560199,0,4895,4895,5035.8,4895,large_mismatch
53398,3806639000021612214,0,1398,1398,1363.95,1398,large_mismatch
53397,3806639000021574193,0,1398,1398,1363.95,1398,large_mismatch
53396,3806639000021607219,0,2098,2098,2098.95,2098,large_mismatch
53395,3806639000021557205,0,1898.1,1898.1,1889.06,1898.1,large_mismatch
53394,3806639000021562229,0,1398,1398,1363.95,1398,large_mismatch
53393,3806639000021569331,0,1298,1298,1258.95,1298,large_mismatch
53392,3806639000021570157,0,1298,1298,1258.95,1298,large_mismatch
53391,3806639000021558298,0,1299,1299,1363.95,1299,large_mismatch
53390,3806639000021552276,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53389,3806639000021560191,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53388,3806639000021551333,0,1398,1398,1363.95,1398,large_mismatch
53387,3806639000021562184,0,1398,1398,1363.96,1398,large_mismatch
53386,3806639000021554267,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53385,3806639000021558291,0,1118.15,1118.15,1070.11,1118.15,large_mismatch
53384,3806639000021562172,0,2898,2898,2938.95,2898,large_mismatch
53383,3806639000021559208,0,2248.2,2248.2,2360.61,2360.61,large_mismatch
53382,3806639000021660149,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53381,3806639000021569323,0,1298,1298,1258.95,1298,large_mismatch
53380,3806639000021552267,0,1298,1298,1258.95,1298,large_mismatch
53379,3806639000021559199,0,1139.05,1139.05,1196,1139.05,large_mismatch
53378,3806639000021607177,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53377,3806639000021611189,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53376,3806639000021585169,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53375,3806639000021660130,0,1139.05,1139.05,1196,1139.05,large_mismatch
53374,3806639000021554234,0,1139.05,1139.05,1196,1139.05,large_mismatch
53373,3806639000021553131,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53372,3806639000021580233,0,1398,1398,1363.95,1398,large_mismatch
53371,3806639000021574138,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
53370,3806639000021555183,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
53369,3806639000021560166,0,2098,2098,2098.95,2098,large_mismatch
53368,3806639000021560157,0,1059.32,1059.32,1112.29,1059.32,large_mismatch
53367,3806639000021580225,0,1139.05,1139.05,1196,1139.05,large_mismatch
53366,3806639000021585154,0,2659.05,2659.05,2792,2659.05,large_mismatch
53365,3806639000021633091,0,2898,2898,2938.95,2898,large_mismatch
53364,3806639000021552259,0,1298,1298,1258.95,1298,large_mismatch
53363,3806639000021660121,0,1298,1298,1258.95,1298,large_mismatch
53362,3806639000021559175,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53361,3806639000021552249,0,2098,2098,2098.95,2098,large_mismatch
53360,3806639000021557160,0,1398,1398,1363.95,1398,large_mismatch
53359,3806639000021553113,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53358,3806639000021558224,0,1169.1,1169.1,1227.56,1169.1,large_mismatch
53357,3806639000021552223,0,2659.05,2659.05,2792,2659.05,large_mismatch
53356,3806639000021573182,0,2497,2497,2517.9,2497,large_mismatch
53355,3806639000021612116,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53354,3806639000021569244,0,1398,1398,1363.95,1398,large_mismatch
53353,3806639000021585141,0,1804.1,1804.1,1894.31,1804.1,large_mismatch
53352,3806639000021572200,0,1398,1398,1363.95,1398,large_mismatch
53351,3806639000021611131,0,2898,2898,2938.95,2898,large_mismatch
53350,3806639000021553104,0,1139.05,1139.05,1196,1139.05,large_mismatch
53349,3806639000021554168,0,2098,2098,2098.95,2098,large_mismatch
53348,3806639000021612103,0,2898,2898,2938.95,2898,large_mismatch
53347,3806639000021611116,0,3512.15,3512.15,3687.75,3512.15,large_mismatch
53346,3806639000021559156,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53345,3806639000021559145,0,2098,2098,2098.95,2098,large_mismatch
53344,3806639000021572192,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53343,3806639000021575120,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53342,3806639000021573164,0,1298,1298,1258.95,1298,large_mismatch
53341,3806639000021551251,0,1139.05,1139.05,1196,1139.05,large_mismatch
53340,3806639000021612085,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53339,3806639000021633082,0,1398,1398,1363.95,1398,large_mismatch
53338,3806639000021611107,0,1298,1298,1258.95,1298,large_mismatch
53337,3806639000021575102,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53336,3806639000021551227,0,1298,1298,1258.95,1298,large_mismatch
53335,3806639000021612076,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53334,3806639000021560133,0,1139.05,1139.05,1196,1139.05,large_mismatch
53333,3806639000021611099,0,1139.05,1139.05,1196,1139.05,large_mismatch
53332,3806639000021574099,0,1398,1398,1363.95,1398,large_mismatch
53331,3806639000021660076,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53330,3806639000021558190,0,1139.05,1139.05,1196,1139.05,large_mismatch
53329,3806639000021556109,0,1139.05,1139.05,1196,1139.05,large_mismatch
53328,3806639000021573100,0,1298,1298,1258.96,1298,large_mismatch
53326,3806639000021566164,0,1298,1298,1258.95,1298,large_mismatch
53325,3806639000021551219,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53324,3806639000021585071,0,1398,1398,1363.95,1398,large_mismatch
53323,3806639000021586139,0,1214.07,1214.07,1170.82,1214.07,large_mismatch
53322,3806639000021554158,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53321,3806639000021566101,0,1298,1298,1258.95,1298,large_mismatch
53320,3806639000021612063,0,2898,2898,2938.95,2898,large_mismatch
53319,3806639000021633050,0,1139.05,1139.05,1196,1139.05,large_mismatch
53318,3806639000021562085,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53317,3806639000021562076,0,1398,1398,1363.95,1398,large_mismatch
53316,3806639000021572122,0,1139.05,1139.05,1196,1139.05,large_mismatch
53315,3806639000021558165,0,2758.05,2758.05,2792,2758.05,large_mismatch
53314,3806639000021554128,0,1307.07,1307.07,1268.47,1307.07,large_mismatch
53313,3806639000021660044,0,1298,1298,1258.95,1298,large_mismatch
53312,3806639000021567063,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53311,3806639000021558156,0,1139.05,1139.05,1196,1139.05,large_mismatch
53310,3806639000021568054,0,2098,2098,2098.96,2098,large_mismatch
53309,3806639000021633038,0,2098,2098,2098.96,2098,large_mismatch
53308,3806639000021556058,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
53307,3806639000021573077,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53306,3806639000021554095,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53305,3806639000021572072,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
53304,3806639000021568031,0,1398,1398,1363.95,1398,large_mismatch
53303,3806639000021611028,0,1139.05,1139.05,1196.01,1139.05,large_mismatch
53302,3806639000021585048,0,1398,1398,1363.95,1398,large_mismatch
53301,3806639000021552107,0,2098,2098,2098.95,2098,large_mismatch
53300,3806639000021557092,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
53299,3806639000021552098,0,1110.65,1110.65,1166.19,1110.65,large_mismatch
53298,3806639000021555159,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53297,3806639000021569046,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53296,3806639000021557083,0,1299,1299,1363.95,1299,large_mismatch
53295,3806639000021607090,0,2597,2597,2622.9,2597,large_mismatch
53294,3806639000021580089,0,1398,1398,1363.95,1398,large_mismatch
53293,3806639000021562056,0,1398,1398,1363.95,1398,large_mismatch
53292,3806639000021607051,0,1298,1298,1258.95,1298,large_mismatch
53291,3806639000021575042,0,1298,1298,1258.95,1298,large_mismatch
53290,3806639000021580082,0,1398,1398,1363.95,1398,large_mismatch
53289,3806639000021575034,0,1139.05,1139.05,1196,1139.05,large_mismatch
53288,3806639000021611019,0,1025.15,1025.15,1076.41,1025.15,large_mismatch
53287,3806639000021575025,0,1398,1398,1363.95,1398,large_mismatch
53286,3806639000021562048,0,1139.05,1139.05,1196,1139.05,large_mismatch
53285,3806639000021554059,0,2098,2098,2098.95,2098,large_mismatch
53284,3806639000021555119,0,1298,1298,1258.95,1298,large_mismatch
53283,3806639000021557076,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53282,3806639000021553028,0,1398,1398,1363.95,1398,large_mismatch
53281,3806639000021560036,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53280,3806639000021573026,0,2098,2098,2098.95,2098,large_mismatch
53279,3806639000021580058,0,2898,2898,2938.95,2898,large_mismatch
53278,3806639000021574020,0,1998.05,1998.05,1993.99,1998.05,large_mismatch
53277,3806639000021607012,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53276,3806639000021572054,0,705.92,705.92,741.22,705.92,large_mismatch
53275,3806639000021570020,0,1298,1298,1258.95,1298,large_mismatch
53274,3806639000021558064,0,1059.32,1059.32,1112.29,1059.32,large_mismatch
53273,3806639000021572045,0,1298,1298,1258.95,1298,large_mismatch
53272,3806639000021570012,0,1298,1298,1258.95,1298,large_mismatch
53270,3806639000021554021,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53269,3806639000021612003,0,1307.07,1307.07,1268.47,1307.07,large_mismatch
53268,3806639000021552035,0,1398,1398,1363.95,1398,large_mismatch
53267,3806639000021580012,0,1398,1398,1363.95,1398,large_mismatch
53266,3806639000021559081,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53265,3806639000021586003,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53264,3806639000021552012,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53263,3806639000021556026,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53262,3806639000021568002,0,1398,1398,1363.95,1398,large_mismatch
53261,3806639000021551039,0,898,898,838.95,898,large_mismatch
53260,3806639000021552003,0,1110.65,1110.65,1166.19,1110.65,large_mismatch
53259,3806639000021285071,0,1398,1398,1363.95,1398,large_mismatch
53258,3806639000021331111,0,1398,1398,1363.95,1398,large_mismatch
53257,3806639000021299072,0,1298,1298,1258.95,1298,large_mismatch
53256,3806639000021330063,0,1298,1298,1258.95,1298,large_mismatch
53255,3806639000021293090,0,1398,1398,1363.95,1398,large_mismatch
53254,3806639000021307041,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53253,3806639000021308022,0,1139.05,1139.05,1196,1139.05,large_mismatch
53252,3806639000021298054,0,1804.1,1804.1,1894.31,1804.1,large_mismatch
53251,3806639000021304028,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53250,3806639000021293082,0,1398,1398,1363.95,1398,large_mismatch
53249,3806639000021292054,0,1398,1398,1363.95,1398,large_mismatch
